Unnamed: 0,Comment text,Class,Repeatedness,Tokens
701,that girls accent made my life,0,1.0,"['that', 'girls', 'accent', 'made', 'my', 'life']"
702,"these videos always make me think of the ""jizz in my pants"" song by lonely island",0,1.0,"['these', 'videos', 'always', 'make', 'me', 'think', 'of', 'the', 'jizz', 'in', 'my', 'pants', 'song', 'by', 'lonely', 'island']"
703,when are we going to have an episode dedicated solely to cheese?,0,1.0,"['when', 'are', 'we', 'going', 'to', 'have', 'an', 'episode', 'dedicated', 'solely', 'to', 'cheese']"
704,"hey lets call this show, worth it! um more like food puns",0,2.0,"['hey', 'lets', 'call', 'this', 'show', 'worth', 'it', 'um', 'more', 'like', 'food', 'puns']"
705,"i eat my toast with butter, sugar, and cinnamon...",0,4.0,"['i', 'eat', 'my', 'toast', 'with', 'butter', 'sugar', 'and', 'cinnamon']"
706,please make an episode for nasi lemak!,0,0.0,"['please', 'make', 'an', 'episode', 'for', 'nasi', 'lemak']"
707,no toast fact?!?!?,0,0.0,"['no', 'toast', 'fact']"
708,the only reaction i actually trust is adams ,0,1.0,"['the', 'only', 'reaction', 'i', 'actually', 'trust', 'is', 'adams']"
709,i need to stop watching food videos when i'm hungry i'm drooling!,0,3.0,"['i', 'need', 'to', 'stop', 'watching', 'food', 'videos', 'when', 'i', 'm', 'hungry', 'i', 'm', 'drooling']"
710,wait theres no toast fact,0,0.0,"['wait', 'theres', 'no', 'toast', 'fact']"
711," _timecode vi ""nier""???",0,4.0,"['_timecode', 'vi', 'nier']"
712,is there a worth it on dips? like spinach and artichoke dip?,0,0.0,"['is', 'there', 'a', 'worth', 'it', 'on', 'dips', 'like', 'spinach', 'and', 'artichoke', 'dip']"
713,worth it: international,0,0.0,"['worth', 'it', 'international']"
714,"isn't ""kanpai"" japanese for toast? (toast as in cheers)",0,1.0,"['isn', 't', 'kanpai', 'japanese', 'for', 'toast', 'toast', 'as', 'in', 'cheers']"
715,i am laughing that people will pay 8 bucks for toast! clearly there are business ventures in cali that exist no where else!,0,6.0,"['i', 'am', 'laughing', 'that', 'people', 'will', 'pay', '8', 'bucks', 'for', 'toast', 'clearly', 'there', 'are', 'business', 'ventures', 'in', 'cali', 'that', 'exist', 'no', 'where', 'else']"
716,this toast is rubbish,0,1.0,"['this', 'toast', 'is', 'rubbish']"
717,didn't realize how here for andrew speaking a different language i was until this episode,0,1.0,"['didn', 't', 'realize', 'how', 'here', 'for', 'andrew', 'speaking', 'a', 'different', 'language', 'i', 'was', 'until', 'this', 'episode']"
718,how is the 8 toast the cheap toast? that's hella bread.,0,1.0,"['how', 'is', 'the', '8', 'toast', 'the', 'cheap', 'toast', 'that', 's', 'hella', 'bread']"
719,hey! it's dominique crenn from chef's table!,0,1.0,"['hey', 'it', 's', 'dominique', 'crenn', 'from', 'chef', 's', 'table']"
720,8 toast? you can buy an a toaster on aliexpress for that...,0,3.0,"['8', 'toast', 'you', 'can', 'buy', 'an', 'a', 'toaster', 'on', 'aliexpress', 'for', 'that']"
721,pur salt,0,0.0,"['pur', 'salt']"
722,"i'd have a tasty bread and peanut butter, that'll be 5 dollars (200 philippine pesos), one loaf of tasty bread and 250 ml of sweet home made peanut butter.",0,7.0,"['i', 'd', 'have', 'a', 'tasty', 'bread', 'and', 'peanut', 'butter', 'that', 'll', 'be', '5', 'dollars', '200', 'philippine', 'pesos', 'one', 'loaf', 'of', 'tasty', 'bread', 'and', '250', 'ml', 'of', 'sweet', 'home', 'made', 'peanut', 'butter']"
723,worth it: cheese?,0,1.0,"['worth', 'it', 'cheese']"
724,ya'll should do a gumbo episode,0,1.0,"['ya', 'll', 'should', 'do', 'a', 'gumbo', 'episode']"
725,buzzfeed is always trending in my country in philippines!,0,3.0,"['buzzfeed', 'is', 'always', 'trending', 'in', 'my', 'country', 'in', 'philippines']"
726,bruh im so surprised he knew ukrainian ??? that is so awesome 333333,0,7.0,"['bruh', 'im', 'so', 'surprised', 'he', 'knew', 'ukrainian', 'that', 'is', 'so', 'awesome', '333333']"
727,update : yes he is from ukraine wooohooo 33,0,5.0,"['update', 'yes', 'he', 'is', 'from', 'ukraine', 'wooohooo', '33']"
728,is andrew from ukraine im,0,0.0,"['is', 'andrew', 'from', 'ukraine', 'im']"
729,"finally, a worth it where i can afford the higher end dish lol",0,2.0,"['finally', 'a', 'worth', 'it', 'where', 'i', 'can', 'afford', 'the', 'higher', 'end', 'dish', 'lol']"
730,worth it: sunday roast!!!!!,0,4.0,"['worth', 'it', 'sunday', 'roast']"
731,how the f can you be so boring,0,0.0,"['how', 'the', 'f', 'can', 'you', 'be', 'so', 'boring']"
732,where r the toast facts,0,0.0,"['where', 'r', 'the', 'toast', 'facts']"
733,"i, love, toast! :d",0,0.0,"['i', 'love', 'toast', 'd']"
734,i cant believe they've moved on to wearing couple clothes,0,0.0,"['i', 'cant', 'believe', 'they', 've', 'moved', 'on', 'to', 'wearing', 'couple', 'clothes']"
735,i like this episode more than others,0,0.0,"['i', 'like', 'this', 'episode', 'more', 'than', 'others']"
736,toast fact?,0,0.0,"['toast', 'fact']"
737,"all of these look so good, and i don't even like mushrooms.",0,4.0,"['all', 'of', 'these', 'look', 'so', 'good', 'and', 'i', 'don', 't', 'even', 'like', 'mushrooms']"
738,isn't the last lady from that chefs table episode? i'd pay 20 for her toast,0,0.0,"['isn', 't', 'the', 'last', 'lady', 'from', 'that', 'chefs', 'table', 'episode', 'i', 'd', 'pay', '20', 'for', 'her', 'toast']"
739,why so mean to adam,0,0.0,"['why', 'so', 'mean', 'to', 'adam']"
740,try indian food next,0,1.0,"['try', 'indian', 'food', 'next']"
741,"all the toasts were good, however chicken liver is a big no for me !",0,2.0,"['all', 'the', 'toasts', 'were', 'good', 'however', 'chicken', 'liver', 'is', 'a', 'big', 'no', 'for', 'me']"
742,lol the cheapest toast was 8???,0,2.0,"['lol', 'the', 'cheapest', 'toast', 'was', '8']"
743," _timecode - he said it so well! the accent is almost undetectable!! we do say za zdorov'ya ( ' = for health) when we toast, as for na zdorov'ya ( ' = you're welcome), is used as response to thank you, usually after a meal. but anyway good pronunciation andrew i'm impressed! i'm ukrainian btw.",0,9.0,"['_timecode', 'he', 'said', 'it', 'so', 'well', 'the', 'accent', 'is', 'almost', 'undetectable', 'we', 'do', 'say', 'za', 'zdorov', 'ya', 'for', 'health', 'when', 'we', 'toast', 'as', 'for', 'na', 'zdorov', 'ya', 'you', 're', 'welcome', 'is', 'used', 'as', 'response', 'to', 'thank', 'you', 'usually', 'after', 'a', 'meal', 'but', 'anyway', 'good', 'pronunciation', 'andrew', 'i', 'm', 'impressed', 'i', 'm', 'ukrainian', 'btw']"
744,it's bread you don't have to exaggerate the taste . it sounds fake.,0,1.0,"['it', 's', 'bread', 'you', 'don', 't', 'have', 'to', 'exaggerate', 'the', 'taste', 'it', 'sounds', 'fake']"
745, _timecode . yes less is more....more expensive. sheesh!,0,6.0,"['_timecode', 'yes', 'less', 'is', 'more', 'more', 'expensive', 'sheesh']"
746,why everyone crazy about adam? he just fine and ok forb me tho ,0,0.0,"['why', 'everyone', 'crazy', 'about', 'adam', 'he', 'just', 'fine', 'and', 'ok', 'forb', 'me', 'tho']"
747,out of all the episodes of food on buzzfeed...this was the most attention grabbing due to the complicity of how the simple item of toast is created.,0,8.0,"['out', 'of', 'all', 'the', 'episodes', 'of', 'food', 'on', 'buzzfeed', 'this', 'was', 'the', 'most', 'attention', 'grabbing', 'due', 'to', 'the', 'complicity', 'of', 'how', 'the', 'simple', 'item', 'of', 'toast', 'is', 'created']"
748,worth it: tities,0,0.0,"['worth', 'it', 'tities']"
749,do omelettes,0,1.0,"['do', 'omelettes']"
750,do pressed paninis next,0,1.0,"['do', 'pressed', 'paninis', 'next']"
751,"17 dollars for a slice of bread with toppings. i can't feasibly justify that...ever. 17 dollars can get me 6 whoppers, 2 large pizzas, 4 wendy's meals, 3 coney island meals, or 2 all you can eat buffet dinners.",0,10.0,"['17', 'dollars', 'for', 'a', 'slice', 'of', 'bread', 'with', 'toppings', 'i', 'can', 't', 'feasibly', 'justify', 'that', 'ever', '17', 'dollars', 'can', 'get', 'me', '6', 'whoppers', '2', 'large', 'pizzas', '4', 'wendy', 's', 'meals', '3', 'coney', 'island', 'meals', 'or', '2', 'all', 'you', 'can', 'eat', 'buffet', 'dinners']"
752,do salads,0,0.0,"['do', 'salads']"
753,andrew could play jeffrey dahmer in a movie,0,1.0,"['andrew', 'could', 'play', 'jeffrey', 'dahmer', 'in', 'a', 'movie']"
754,my mom pays me 30 when i give her breakfast in bed,0,0.0,"['my', 'mom', 'pays', 'me', '30', 'when', 'i', 'give', 'her', 'breakfast', 'in', 'bed']"
755,i wouldnt even pay 8 dollars for toast,0,1.0,"['i', 'wouldnt', 'even', 'pay', '8', 'dollars', 'for', 'toast']"
756,is it just me or is the part at _timecode is supposed to be showing two white opaque dollar signs instead of one? (note: i do know i am nitpicking.),0,2.0,"['is', 'it', 'just', 'me', 'or', 'is', 'the', 'part', 'at', '_timecode', 'is', 'supposed', 'to', 'be', 'showing', 'two', 'white', 'opaque', 'dollar', 'signs', 'instead', 'of', 'one', 'note', 'i', 'do', 'know', 'i', 'am', 'nitpicking']"
757,do cheep cheese vs expensive cheese!,0,3.0,"['do', 'cheep', 'cheese', 'vs', 'expensive', 'cheese']"
758,vegemite on toast. my worth it winner.,0,1.0,"['vegemite', 'on', 'toast', 'my', 'worth', 'it', 'winner']"
759,im ukrainian and i glad they talk about my country. but to be true na zdorowie its more russian or poland toast. the famous ukrainian toast/word its budmo (). its the same as cheers or prost .,0,2.0,"['im', 'ukrainian', 'and', 'i', 'glad', 'they', 'talk', 'about', 'my', 'country', 'but', 'to', 'be', 'true', 'na', 'zdorowie', 'its', 'more', 'russian', 'or', 'poland', 'toast', 'the', 'famous', 'ukrainian', 'toast', 'word', 'its', 'budmo', 'its', 'the', 'same', 'as', 'cheers', 'or', 'prost']"
760,worth it : seafood boil,0,1.0,"['worth', 'it', 'seafood', 'boil']"
761,gives toast in video about eating toast,0,0.0,"['gives', 'toast', 'in', 'video', 'about', 'eating', 'toast']"
762,you can also get toast for 0 at home,0,0.0,"['you', 'can', 'also', 'get', 'toast', 'for', '0', 'at', 'home']"
763,their whitest episode yet,0,0.0,"['their', 'whitest', 'episode', 'yet']"
764,the 8 toast is worth it,0,0.0,"['the', '8', 'toast', 'is', 'worth', 'it']"
765,holy crap 8 that's like 400 if you convert it to our money it's like all of my lunch money,0,2.0,"['holy', 'crap', '8', 'that', 's', 'like', '400', 'if', 'you', 'convert', 'it', 'to', 'our', 'money', 'it', 's', 'like', 'all', 'of', 'my', 'lunch', 'money']"
766,that supreme cap tho,0,0.0,"['that', 'supreme', 'cap', 'tho']"
767,very upset by the lack of a toast fact...,0,2.0,"['very', 'upset', 'by', 'the', 'lack', 'of', 'a', 'toast', 'fact']"
768,next up. 5 dollar noose vs 250 dollar noose.,0,4.0,"['next', 'up', '5', 'dollar', 'noose', 'vs', '250', 'dollar', 'noose']"
769,love the series guys keep it up. props to adam on the camera for some awesome shots.,0,1.0,"['love', 'the', 'series', 'guys', 'keep', 'it', 'up', 'props', 'to', 'adam', 'on', 'the', 'camera', 'for', 'some', 'awesome', 'shots']"
770,i would love this job!!!,0,2.0,"['i', 'would', 'love', 'this', 'job']"
771,8 toast is already too much,0,1.0,"['8', 'toast', 'is', 'already', 'too', 'much']"
772,worth it hotel breakfasts??,0,1.0,"['worth', 'it', 'hotel', 'breakfasts']"
773,i remember the dominique crenn from chef's table,0,1.0,"['i', 'remember', 'the', 'dominique', 'crenn', 'from', 'chef', 's', 'table']"
774,i would never pay 8.00 dollars for toast. my loaf of bread costs 1.50 and i have cheap toast. works for me.,0,2.0,"['i', 'would', 'never', 'pay', '8', '00', 'dollars', 'for', 'toast', 'my', 'loaf', 'of', 'bread', 'costs', '1', '50', 'and', 'i', 'have', 'cheap', 'toast', 'works', 'for', 'me']"
775,eh this episode didn't do it for me really,0,1.0,"['eh', 'this', 'episode', 'didn', 't', 'do', 'it', 'for', 'me', 'really']"
776,this is the highlight of buzzfeed,0,2.0,"['this', 'is', 'the', 'highlight', 'of', 'buzzfeed']"
777,there is nothing better than bread ,0,1.0,"['there', 'is', 'nothing', 'better', 'than', 'bread']"
778,do fried rice,0,0.0,"['do', 'fried', 'rice']"
779,worth it: chips,0,0.0,"['worth', 'it', 'chips']"
780,wtf that's expensive af ! -,0,0.0,"['wtf', 'that', 's', 'expensive', 'af']"
781,these 2 are so cringy but i like food,0,1.0,"['these', '2', 'are', 'so', 'cringy', 'but', 'i', 'like', 'food']"
782,"i feel like they need to branch out - ""worth it - 100 hooker vs. 1000 call girl""",0,7.0,"['i', 'feel', 'like', 'they', 'need', 'to', 'branch', 'out', 'worth', 'it', '100', 'hooker', 'vs', '1000', 'call', 'girl']"
783,hehehe,0,0.0,['hehehe']
784,tbh i found that it was kinda hard to take them seriously when it's toast lol it seems like they were running out of ideas lmaoooo,0,5.0,"['tbh', 'i', 'found', 'that', 'it', 'was', 'kinda', 'hard', 'to', 'take', 'them', 'seriously', 'when', 'it', 's', 'toast', 'lol', 'it', 'seems', 'like', 'they', 'were', 'running', 'out', 'of', 'ideas', 'lmaoooo']"
785,yall have gotta do ribs or bbq!!,0,4.0,"['yall', 'have', 'gotta', 'do', 'ribs', 'or', 'bbq']"
786,avocado on toast would beat all of these.,0,1.0,"['avocado', 'on', 'toast', 'would', 'beat', 'all', 'of', 'these']"
787,you have to try waffle house's toast and adding the scrambled egg with it hmmm it is the best,0,5.0,"['you', 'have', 'to', 'try', 'waffle', 'house', 's', 'toast', 'and', 'adding', 'the', 'scrambled', 'egg', 'with', 'it', 'hmmm', 'it', 'is', 'the', 'best']"
788,"i feel like this series has upped the price ranges. when i see v. , i think of like 1 dollar toast vs 300 dollar toast. the cheapest one is always supposed to be cheap, or else this series doesn't make sense. a toast can be delicious and worth it, even though it's cheap. i also feel like they fake their reactions more and more lately.",0,10.0,"['i', 'feel', 'like', 'this', 'series', 'has', 'upped', 'the', 'price', 'ranges', 'when', 'i', 'see', 'v', 'i', 'think', 'of', 'like', '1', 'dollar', 'toast', 'vs', '300', 'dollar', 'toast', 'the', 'cheapest', 'one', 'is', 'always', 'supposed', 'to', 'be', 'cheap', 'or', 'else', 'this', 'series', 'doesn', 't', 'make', 'sense', 'a', 'toast', 'can', 'be', 'delicious', 'and', 'worth', 'it', 'even', 'though', 'it', 's', 'cheap', 'i', 'also', 'feel', 'like', 'they', 'fake', 'their', 'reactions', 'more', 'and', 'more', 'lately']"
789,i would totally splurge and try expensive toast ,0,1.0,"['i', 'would', 'totally', 'splurge', 'and', 'try', 'expensive', 'toast']"
790,why are you two always so close to each other? im just saying that when im eating i dont want to be rubbing elbows and leaning over a plate while someone eats right above my head,0,1.0,"['why', 'are', 'you', 'two', 'always', 'so', 'close', 'to', 'each', 'other', 'im', 'just', 'saying', 'that', 'when', 'im', 'eating', 'i', 'dont', 'want', 'to', 'be', 'rubbing', 'elbows', 'and', 'leaning', 'over', 'a', 'plate', 'while', 'someone', 'eats', 'right', 'above', 'my', 'head']"
791,you guys met dominique crenn?! shes a culinary pioneer,0,2.0,"['you', 'guys', 'met', 'dominique', 'crenn', 'shes', 'a', 'culinary', 'pioneer']"
792,i think they meant toast as a side dish,0,0.0,"['i', 'think', 'they', 'meant', 'toast', 'as', 'a', 'side', 'dish']"
793,i wanna see a worth it soda episode.,0,2.0,"['i', 'wanna', 'see', 'a', 'worth', 'it', 'soda', 'episode']"
794,"""a savoury toast that is better than most""",0,2.0,"['a', 'savoury', 'toast', 'that', 'is', 'better', 'than', 'most']"
795,cage free eggs hahaha,0,2.0,"['cage', 'free', 'eggs', 'hahaha']"
796,do they actually pay for the food.,0,2.0,"['do', 'they', 'actually', 'pay', 'for', 'the', 'food']"
797,you should do an episode where adam is the host and just adam!,0,0.0,"['you', 'should', 'do', 'an', 'episode', 'where', 'adam', 'is', 'the', 'host', 'and', 'just', 'adam']"
798,this is torture for a bread fan like me t_t,0,0.0,"['this', 'is', 'torture', 'for', 'a', 'bread', 'fan', 'like', 'me', 't_t']"
799,buzzfeed with more of that spicy quality content ... lul,0,4.0,"['buzzfeed', 'with', 'more', 'of', 'that', 'spicy', 'quality', 'content', 'lul']"
800,who would want to hire adam?! he cam barely talk!,0,0.0,"['who', 'would', 'want', 'to', 'hire', 'adam', 'he', 'cam', 'barely', 'talk']"
801,"go to sweden and try swedish ""skan"" sandwich!",0,0.0,"['go', 'to', 'sweden', 'and', 'try', 'swedish', 'skan', 'sandwich']"
802,she said less is more yet put bunch of stuff on it,0,2.0,"['she', 'said', 'less', 'is', 'more', 'yet', 'put', 'bunch', 'of', 'stuff', 'on', 'it']"
803,i can grill toast & put some expensive stuff on it. where's my buzzfeed video?!,0,4.0,"['i', 'can', 'grill', 'toast', 'put', 'some', 'expensive', 'stuff', 'on', 'it', 'where', 's', 'my', 'buzzfeed', 'video']"
804,i find your lack of toast facts disturbing,0,0.0,"['i', 'find', 'your', 'lack', 'of', 'toast', 'facts', 'disturbing']"
805,they split every plate ....are they cutting the budget,0,4.0,"['they', 'split', 'every', 'plate', 'are', 'they', 'cutting', 'the', 'budget']"
806,worth it: lobster!,0,0.0,"['worth', 'it', 'lobster']"
807, _timecode she looks like the girl from ratatoullie,0,3.0,"['_timecode', 'she', 'looks', 'like', 'the', 'girl', 'from', 'ratatoullie']"
808,they should do sub sandwiches,0,0.0,"['they', 'should', 'do', 'sub', 'sandwiches']"
809,worth it: potatoes.,0,0.0,"['worth', 'it', 'potatoes']"
810,how one is hungry too?,0,3.0,"['how', 'one', 'is', 'hungry', 'too']"
811,wheres the toast facts,0,0.0,"['wheres', 'the', 'toast', 'facts']"
812,"next week on ""worth it"": homeless shelters",0,3.0,"['next', 'week', 'on', 'worth', 'it', 'homeless', 'shelters']"
813,"""the amount of time it takes to chew a piece of bread really says something about how good it is"" andrew, does that mean i should eat stale bread?",0,2.0,"['the', 'amount', 'of', 'time', 'it', 'takes', 'to', 'chew', 'a', 'piece', 'of', 'bread', 'really', 'says', 'something', 'about', 'how', 'good', 'it', 'is', 'andrew', 'does', 'that', 'mean', 'i', 'should', 'eat', 'stale', 'bread']"
